iter	Passed	Remaining
686	1237	564
687	1238	561
688	1240	559
689	1241	557
690	1242	555
691	1243	553
692	1244	551
693	1245	549
694	1246	547
695	1247	545
696	1249	542
697	1250	541
698	1251	539
699	1252	536
700	1253	534
701	1254	532
702	1256	530
703	1257	528
704	1258	526
705	1259	524
706	1260	522
707	1261	520
708	1262	518
709	1265	517
710	1267	515
711	1267	512
712	1269	510
713	1270	508
714	1271	506
715	1272	504
716	1274	502
717	1275	500
718	1276	498
719	1277	496
720	1280	495
721	1281	493
722	1282	491
723	1283	489
724	1284	487
725	1285	485
726	1286	483
727	1287	481
728	1288	479
729	1290	477
730	1291	475
731	1292	473
732	1294	471
733	1295	469
734	1296	467
735	1298	465
736	1299	463
737	1300	461
738	1301	459
739	1302	457
740	1303	455
741	1304	453
742	1305	451
743	1306	449
744	1307	447
745	1311	446
746	1313	444
747	1315	443
748	1316	441
749	1318	439
750	1319	437
751	1320	435
752	1321	433
753	1322	431
754	1326	430
755	1328	428
756	1329	426
757	1330	424
758	1332	422
759	1333	421
760	1334	419
761	1335	417
762	1337	415
763	1340	414
764	1342	412
765	1343	410
766	1346	408
767	1347	407
768	1348	405
769	1349	403
770	1351	401
771	1352	399
772	1353	397
773	1355	395
774	1356	393
775	1357	391
776	1358	389
777	1359	387
778	1360	385
779	1362	384
780	1363	382
781	1364	380
782	1365	378
783	1369	377
784	1370	375
785	1371	373
786	1372	371
787	1373	369
788	1376	368
789	1378	366
790	1379	364
791	1380	362
792	1384	361
793	1385	359
794	1387	357
795	1388	355
796	1390	354
797	1392	352
798	1393	350
799	1394	348
800	1396	346
801	1399	345
802	1400	343
803	1402	341
804	1403	339
805	1404	337
806	1405	336
807	1406	334
808	1407	332
809	1409	330
810	1410	328
811	1411	326
812	1414	325
813	1415	323
814	1416	321
815	1417	319
816	1418	317
817	1419	315
818	1421	314
819	1422	312
820	1423	310
821	1425	308
822	1426	306
823	1429	305
824	1430	303
825	1432	301
826	1433	299
827	1435	298
828	1436	296
829	1437	294
830	1438	292
831	1439	290
832	1441	288
833	1445	287
834	1446	285
835	1448	284
836	1449	282
837	1451	280
838	1452	278
839	1454	277
840	1455	275
841	1456	273
842	1460	271
843	1461	270
844	1463	268
845	1464	266
846	1465	264
847	1466	262
848	1468	261
849	1469	259
850	1470	257
851	1471	255
852	1475	254
853	1476	252
854	1477	250
855	1478	248
856	1480	247
857	1481	245
858	1482	243
859	1484	241
860	1485	239
861	1486	237
862	1487	236
863	1489	234
864	1490	232
865	1491	230
866	1493	229
867	1494	227
868	1495	225
869	1496	223
870	1497	221
871	1498	219
872	1499	218
873	1500	216
874	1503	214
875	1504	212
876	1505	211
877	1507	209
878	1508	207
879	1509	205
880	1510	204
881	1511	202
882	1512	200
883	1513	198
884	1514	196
885	1515	195
886	1518	193
887	1520	191
888	1521	189
889	1522	188
890	1523	186
891	1524	184
892	1525	182
893	1527	181
894	1528	179
895	1529	177
896	1531	175
897	1534	174
898	1535	172
899	1536	170
900	1538	168
901	1539	167
902	1541	165
903	1542	163
904	1543	162
905	1544	160
906	1545	158
907	1548	156
908	1551	155
909	1552	153
910	1553	151
911	1554	150
912	1555	148
913	1556	146
914	1558	144
915	1559	143
916	1561	141
917	1564	139
918	1566	138
919	1567	136
920	1568	134
921	1569	132
922	1571	131
923	1572	129
924	1573	127
925	1575	125
926	1576	124
927	1580	122
928	1581	120
929	1582	119
930	1583	117
931	1584	115
932	1585	113
933	1586	112
934	1587	110
935	1588	108
936	1590	106
937	1591	105
938	1595	103
939	1596	101
940	1597	100
941	1598	98
942	1599	96
943	1600	94
944	1601	93
945	1602	91
946	1603	89
947	1604	88
948	1605	86
949	1607	84
950	1608	82
951	1609	81
952	1610	79
953	1611	77
954	1612	76
955	1614	74
956	1615	72
957	1616	70
958	1617	69
959	1618	67
960	1620	65
961	1623	64
962	1624	62
963	1625	60
964	1626	59
965	1627	57
966	1629	55
967	1630	53
968	1631	52
969	1632	50
970	1633	48
971	1634	47
972	1637	45
973	1639	43
974	1640	42
975	1641	40
976	1642	38
977	1643	36
978	1645	35
979	1646	33
980	1647	31
981	1648	30
982	1649	28
983	1653	26
984	1654	25
985	1655	23
986	1656	21
987	1657	20
988	1659	18
989	1660	16
990	1661	15
991	1662	13
992	1663	11
993	1665	10
994	1668	8
995	1669	6
996	1670	5
997	1671	3
998	1672	1
999	1674	0
